50603,LAGUNA HILLS,24451 HEALTH CENTER DRIVE,CA,92653,-117.7087247,33.6089013
50625,LOS ANGELES,8700 BEVERLY BLVD,CA,90048,-118.3801756,34.075232
50701,MURRIETA,25500 MEDICAL CENTER DRIVE,CA,92562,-117.1839316,33.5589878
50732,FRESNO,15 EAST AUDUBON DRIVE,CA,93720,-119.788578,36.85992299999999
50757,SAN DIEGO,6655 ALVARADO ROAD,CA,92120,-117.0573188,32.7766415
50761,TARZANA,18321 CLARK STREET,CA,91356,-117.2876403,33.8539655
50764,REDDING,1100 BUTTE ST,CA,96001,-122.3877763,40.5855146
60001,GREELEY,1801 16TH STREET,CO,80631,-105.0019704,39.7527532
60013,DURANGO,1010 THREE SPRINGS BLVD,CO,81301,-107.8257685,37.2361245
60014,DENVER,1719 E 19TH AVE,CO,80218,-104.9665169,39.74704759999999
60020,PUEBLO,400 W 16TH STREET,CO,81003,-104.6125748,38.2818539
60022,COLORADO SPRING,1400 E BOULDER ST,CO,80909,-104.7994262,38.8393845
60023,GRAND JUNCTION,2635 N 7TH STREET,CO,81502,-108.5627055,39.0904811
60031,COLORADO SPRING,2222 N NEVADA AVE,CO,80907,-104.8217503,38.8655361
60064,DENVER,2525 S DOWNING ST,CO,80210,-104.9748268,39.670102
60100,AURORA,1501 S POTOMAC ST,CO,80012,-104.8323774,39.6900823
60119,LOVELAND,2500 ROCKY MOUNTAIN AVENUE,CO,80538,-104.9972996,40.4155562
70001,NEW HAVEN,1450 CHAPEL ST,CT,6511,-72.9431532,41.3102538
70002,HARTFORD,114 WOODLAND STREET,CT,6105,-72.6984118,41.7749634
70010,BRIDGEPORT,267 GRANT STREET,CT,6610,-73.1658783,41.1887903
70012,ROCKVILLE,31 UNION ST,CT,6066,-72.4509128,41.8664467
70016,WATERBURY,56 FRANKLIN ST,CT,6706,-73.08725500000001,41.348169
70017,MERIDEN,435 LEWIS AVE,CT,6450,-72.8011451,41.5493063
70018,GREENWICH,5 PERRYRIDGE RD,CT,6830,-73.630196,41.034308
70020,MIDDLETOWN,28 CRESCENT ST,CT,6457,-72.9409127,41.3213425
70022,NEW HAVEN,20 YORK ST,CT,6504,-72.9357954,41.3045436
70024,NORWICH,326 WASHINGTON ST,CT,6360,-72.66092189999999,41.55906969999999
70025,HARTFORD,80 SEYMOUR STREET,CT,6102,-72.6791793,41.7541227
70028,BRIDGEPORT,2800 MAIN ST,CT,6606,-73.2017039,41.20115210000001
70033,DANBURY,24 HOSPITAL AVE,CT,6810,-73.446289,41.4050857
70034,NORWALK,24 STEVENS STREET,CT,6856,-72.927205,41.7131739
70035,NEW BRITAIN,100 GRAND STREET,CT,6050,-73.04139359999999,41.5538437
80001,NEWARK,4755 OGLETOWN-STANTON ROAD,DE,19718,-75.668995,39.6878859
80004,DOVER,640 S STATE STREET,DE,19901,-75.5236202,39.1512959
80007,LEWES,424 SAVANNAH RD,DE,19958,-75.14388339999999,38.7720274
90001,WASHINGTON,900 23RD ST NW,DC,20037,-77.0507854,38.9013368
90004,WASHINGTON,3800 RESERVOIR RD,DC,20007,-77.0752748,38.9114532
90011,WASHINGTON,110 IRVING ST NW,DC,20010,-77.0144985,38.92950039999999
100002,BOYNTON BEACH,2815 S SEACREST BLVD,FL,33435,-80.0704477,26.5047937
100006,ORLANDO,1414 S KUHL AVE,FL,32806,-81.3773571,28.5257624
100007,ORLANDO,601 E ROLLINS ST,FL,32803,-81.36947789999999,28.5744461
100012,FORT MYERS,2776 CLEVELAND AVE,FL,33901,-81.8743415,26.6282125
100017,DAYTONA BEACH,303 N CLYDE MORRIS BLVD,FL,32114,-81.05440109999999,29.2010424
100018,NAPLES,350 7TH ST N,FL,34102,-82.64281969999999,27.7764743
100019,MELBOURNE,1350 S HICKORY ST,FL,32901,-80.61431309999999,28.0878329
100023,INVERNESS,502 HIGHLAND BLVD,FL,34452,-87.1198077,30.5911756
100025,PENSACOLA,5151 N 9TH AVE,FL,32504,-87.2121942,30.4764994
100026,PANAMA CITY,615 N BONITA AVE,FL,32401,-85.6486243,30.1596644
100028,TITUSVILLE,951 N WASHINGTON AVE,FL,32796,-80.8240873,28.6308071
100034,MIAMI BEACH,4300 ALTON RD,FL,33140,-80.14013720000001,25.8132946
100035,BRADENTON,206 2ND ST E,FL,34208,-82.5621778,27.4972631
100038,HOLLYWOOD,3501 JOHNSON ST,FL,33021,-80.1797596,26.0187406
100040,JACKSONVILLE,1 SHIRCLIFF WAY,FL,32204,-81.689871,30.307202
100044,STUART,200 SE HOSPITAL AVE,FL,34995,-80.2435471,27.1989708
100046,ZEPHYRHILLS,7050 GALL BLVD,FL,33541,-82.185688,28.2606624
100047,PUNTA GORDA,809 E MARION AVE,FL,33950,-82.040058,26.9409922
100049,SEBRING,3600 S HIGHLANDS AVE,FL,33870,-81.43297700000001,27.4656878
100052,WINTER HAVEN,200 AVE F NE,FL,33881,-82.43896180000002,29.3515683
100057,TAVARES,1000 WATERMAN WAY,FL,32778,-81.7148941,28.8217721
100062,OCALA,1500 SW 1ST AVE,FL,34474,-80.4752741,25.4569253
100067,SAINT PETERSBUR,1200 7TH AVENUE NORTH,FL,33705,-82.650757,27.7786029
100068,DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,FL,32117,-81.1075486,29.243217
100070,VENICE,540 THE RIALTO,FL,34285,-82.4449121,27.0905363
100071,BROOKSVILLE,17240 CORTEZ BLVD,FL,34601,-82.44303860000001,28.5385
100072,ORANGE CITY,1055 SAXON BLVD,FL,32763,-81.284804,28.914028
100073,FORT LAUDERDALE,4725 N FEDERAL HWY,FL,33308,-80.1199314,26.1871437
100075,TAMPA,3001 W MARTIN LUTHER KING JR BLVD,FL,33677,-82.491115,27.9821273
100077,PORT CHARLOTTE,2500 HARBOR BLVD,FL,33952,-82.0955944,26.9890508
100084,LEESBURG,600 E DIXIE AVE,FL,34748,-81.8683185,28.8080948
100087,SARASOTA,1700 S TAMIAMI TRL,FL,34239,-82.5311985,27.3182559
100088,JACKSONVILLE,800 PRUDENTIAL DR,FL,32207,-81.6635699,30.3155312
100090,SAINT AUGUSTINE,400 HEALTH PARK BLVD,FL,32086,-81.31736010000002,29.8632208
100092,ROCKLEDGE,110 LONGWOOD AVE,FL,32955,-81.3580482,28.6641355
100093,PENSACOLA,1000 W MORENO ST,FL,32501,-87.2312805,30.4294318
100099,LAKE WALES,410 S 11TH ST,FL,33853,-86.2473376,41.8240576
100105,VERO BEACH,1000 36TH ST,FL,32960,-80.065669,26.7449274
100109,SEBRING,4200 SUN N' LAKE BLVD,FL,33871,-81.50995929999999,27.5391589
100110,KISSIMMEE,700 WEST OAK STREET,FL,34741,-81.40973249999999,28.2996231
100113,GAINESVILLE,1600 SW ARCHER RD,FL,32610,-82.34390549999999,29.640164
100118,PALM COAST,60 MEMORIAL MEDICAL PKWY,FL,32164,-81.1892086,29.47907099999999
100127,CLEARWATER,300 PINELLAS ST,FL,33756,-82.8038243,27.9530818
100128,TAMPA,1 TAMPA GENERAL CIRCLE,FL,33606,-82.4590989,27.9381581
100131,AVENTURA,20900 BISCAYNE BLVD,FL,33180,-80.14533,25.96994
100135,TALLAHASSEE,1300 MICCOSUKEE RD,FL,32308,-84.2616518,30.456681
100151,JACKSONVILLE,4500 SAN PABLO RD,FL,32224,-81.4377926,30.2893431
100154,SOUTH MIAMI,6200 SW 73RD ST,FL,33143,-80.293897,25.7035412
100157,LAKELAND,1324 LAKELAND HILLS BLVD,FL,33805,-81.9546908,28.0606898
100161,SANFORD,1401 W SEMINOLE BLVD,FL,32771,-81.28363519999999,28.8146209
100166,SARASOTA,5731 BEE RIDGE RD,FL,34233,-82.454281,27.301873
100168,BOCA RATON,800 MEADOWS RD,FL,33486,-81.729439,26.589198
100173,TAMPA,3100 E FLETCHER AVE,FL,33613,-82.42358899999999,28.0714161
100176,PALM BEACH GARD,3360 BURNS RD,FL,33410,-80.0866442,26.8294766
100179,JACKSONVILLE,3625 UNIVERSITY BLVD S,FL,32216,-81.60200499999999,30.2884116
100191,TRINITY,9330 SR 54,FL,34655,-82.65991249999999,28.2038799
100204,GAINESVILLE,6500 NEWBERRY RD,FL,32605,-85.5470673,30.3164942
100211,DADE CITY,13100 FT KING ROAD,FL,33525,-82.199629,28.348055
100212,OCALA,1431 SW 1ST AVE,FL,34478,-80.4752741,25.4569237
100213,BRADENTON,2020 59TH ST W,FL,34209,-82.6238209,27.4823351
100217,SEBASTIAN,13695 US HWY 1,FL,32978,-80.4889146,27.8436243
100220,FORT MYERS,13681 DOCTOR'S WAY,FL,33912,-81.8504152,26.5441756
100223,FORT WALTON BEA,1000 MAR-WALT DR,FL,32547,-86.63362099999999,30.454478
100226,ORANGE PARK,2001 KINGSLEY AVE,FL,32073,-81.7376834,30.1659635
100231,PENSACOLA,8383 N DAVIS HWY,FL,32514,-87.2187566,30.5153695
100232,PALATKA,611 ZEAGLER DR,FL,32177,-81.694311,29.644807
100236,PORT CHARLOTTE,21298 OLEAN BLVD,FL,33952,-82.0983196,26.9886302
100238,SAINT PETERSBUR,6000 49TH STREET N,FL,33709,-82.7021936,27.8257676
100242,PANAMA CITY,449 W 23RD ST,FL,32405,-85.665132,30.186569
100243,BRANDON,119 OAKFIELD DR,FL,33511,-82.287386,27.9327936
100244,CAPE CORAL,636 DEL PRADO BLVD,FL,33990,-81.94142819999999,26.6395058
100246,FORT PIERCE,1700 S 23RD ST,FL,34950,-80.34592789999999,27.4319627
100248,LARGO,201 14TH ST SW,FL,33770,-80.3775306,27.5771875
100253,JUPITER,1210 S OLD DIXIE HWY,FL,33458,-81.196035,29.4068938
100256,HUDSON,14000 FIVAY ROAD,FL,34667,-82.6881946,28.3613206
100258,DELRAY BEACH,5352 LINTON BLVD,FL,33484,-80.1278184,26.437016
100260,PORT SAINT LUCI,1800 SE TIFFANY AVE,FL,34952,-80.29407859999999,27.2886068
100264,BROOKSVILLE,11375 CORTEZ BLVD,FL,34613,-82.53412809999999,28.5365982
100265,SAFETY HARBOR,3231 MCMULLEN BOOTH RD,FL,34695,-82.70687980000001,28.0387248
100286,NAPLES,6101 PINE RIDGE ROAD,FL,34119,-81.7325884,26.213832
100290,THE VILLAGES,1451 EL CAMINO REAL,FL,32159,-81.9582652,28.950209
110003,WAYCROSS,410 DARLING AVENUE,GA,31501,-82.3489831,31.2251563
110007,ALBANY,417 THIRD AVENUE,GA,31703,-82.90142689999999,32.0666355
110010,ATLANTA,"1364 CLIFTON ROAD, NE",GA,30322,-84.3221599,33.7921115
110011,CARROLLTON,705 DIXIE STREET,GA,30117,-85.0744284,33.5697787
110016,LAGRANGE,1514 VERNON ROAD,GA,30240,-85.0586022,33.032552
110028,AUGUSTA,1350 WALTON WAY,GA,30901,-81.9830717,33.4707204
110029,GAINESVILLE,743 SPRING STREET,GA,30501,-82.7409397,33.7286044
110030,CARTERSVILLE,960 JOE FRANK HARRIS PARKWAY,GA,30120,-84.7953129,34.20079339999999
110031,GRIFFIN,601 SOUTH 8TH STREET,GA,30223,-84.2673631,33.2391197
110035,MARIETTA,677 CHURCH STREET,GA,30060,-84.5516065,33.9695872
110036,SAVANNAH,4700 WATERS AVENUE,GA,31403,-81.0892514,32.0298628
110038,THOMASVILLE,915 GORDON AVENUE & MIMOSA DRIVE,GA,31792,-83.9739317,30.8261438
110043,SAVANNAH,11705 MERCY BOULEVARD,GA,31419,-81.154752,31.98515
110054,ROME,304 TURNER MCCALL BLVD P O BOX 233,GA,30162,-85.17931809999999,34.259328
110074,ATHENS,1199 PRINCE AVENUE,GA,30606,-83.3982944,33.9611872
110076,DECATUR,2701 N DECATUR ROAD,GA,30033,-84.28282659999999,33.7907835
110082,ATLANTA,5665 PEACHTREE DUNWOODY ROAD,GA,30342,-84.3487133,33.9083548
110083,ATLANTA,1968 PEACHTREE RD NW,GA,30309,-84.393287,33.8091054
110087,LAWRENCEVILLE,1000 MEDICAL CENTER BOULEVARD,GA,30045,-84.01768659999999,33.9635082
110107,MACON,777 HEMLOCK STREET,GA,31201,-83.63531929999999,32.8338806
110122,VALDOSTA,"2501 NORTH PATTERSON STREET, PO BOX 1727",GA,31603,-83.2863,30.86249999999999
110125,DUBLIN,200 INDUSTRIAL BOULEVARD,GA,31021,-84.4896601,34.6828198
110129,COLUMBUS,2122 MANCHESTER EXPRESSWAY,GA,31995,-84.96010590000002,32.5057124
110143,AUSTELL,3950 AUSTELL RD,GA,30106,-84.6044634,33.856383
110164,MACON,350 HOSPITAL DRIVE,GA,31217,-82.74852539999999,33.7277543
110168,ROME,501 REDMOND ROAD,GA,30165,-85.19496529999999,34.277041
110177,AUGUSTA,3651 WHEELER ROAD,GA,30909,-82.0901567,33.48297
110191,STOCKBRIDGE,1133 EAGLE'S LANDING PARKWAY,GA,30281,-84.2271743,33.510351
110215,FAYETTEVILLE,1255 HIGHWAY 54 WEST,GA,30214,-84.50848289999999,33.452609
120001,HONOLULU,1301 PUNCHBOWL ST,HI,96813,-157.8548819,21.3078718
130002,TWIN FALLS,801 POLE LINE ROAD WEST,ID,83301,-114.4959781,42.5907332
130006,BOISE,190 EAST BANNOCK STREET,ID,83712,-116.1923153,43.6128522
130007,BOISE,1055 NORTH CURTIS ROAD,ID,83706,-116.2565541,43.613949
130018,IDAHO FALLS,3100 CHANNING WAY,ID,83404,-111.9916136,43.4700469
130028,POCATELLO,777 HOSPITAL WAY,ID,83201,-112.4210182,42.87391299999999
130049,COEUR D'ALENE,2003 KOOTENAI HEALTH WAY,ID,83814,-116.793832,47.6962908
140007,JOLIET,333 N MADISON,IL,60435,-89.80761559999999,38.6063603
140008,MELROSE PARK,701 WEST NORTH AVE,IL,60160,-87.8423407,41.9108216
140010,EVANSTON,2650 RIDGE AVE,IL,60201,-87.6842083,42.0655989
140013,PEORIA,5409 N KNOXVILLE AVE,IL,61614,-89.59761329999999,40.7529512
140015,QUINCY,BROADWAY AT 11TH STREET,IL,62301,-89.0719745,42.2524195
140029,AURORA,2000 OGDEN AVENUE,IL,60504,-88.09170499999999,41.7999796
140030,ELGIN,1425 NORTH RANDALL ROAD,IL,60123,-88.33072729999999,42.069983
140040,GALESBURG,695 N KELLOGG ST,IL,61401,-90.3661796,40.9555981
140043,STERLING,100 EAST LEFEVRE ROAD,IL,61081,-89.3985283,40.6331249
140046,MOUNT VERNON,605 N 12TH STREET,IL,62864,-91.3965683,39.938351
140053,SPRINGFIELD,800 E CARPENTER ST,IL,62769,-89.6451854,39.80572859999999
140054,BERWYN,3249 SOUTH OAK PARK AVENUE,IL,60402,-87.7916104,41.8321577
140062,PALOS HEIGHTS,12251 SOUTH 80TH AVENUE,IL,60463,-87.813948,41.6687555
140065,LA GRANGE,5101 S WILLOW SPRINGS RD,IL,60525,-87.8859883,41.7969289
140067,PEORIA,530 NE GLEN OAK AVE,IL,61637,-89.5907819,40.7018902
140080,EVANSTON,355 RIDGE AVE,IL,60202,-87.6844059,42.0246094
140091,URBANA,611 WEST PARK STREET,IL,61801,-88.21384189999999,40.1178595
140113,URBANA,1400 WEST PARK AVENUE,IL,61801,-87.9763887,42.27961519999999
140114,CHICAGO,5145 N CALIFORNIA AVE,IL,60625,-87.6981672,41.9752241
140116,MCHENRY,4201 MEDICAL CENTER DRIVE,IL,60050,-88.2793253,42.3182475
140117,CHICAGO,7435 W TALCOTT AVENUE,IL,60631,-87.8143703,41.987827
140119,CHICAGO,1653 WEST CONGRESS PARKWAY,IL,60612,-87.66915399999999,41.8746425
140127,NORMAL,1304 FRANKLIN AVENUE,IL,61761,-89.9442753,38.7980501
140135,DECATUR,2300 NORTH EDWARD STREET,IL,62526,-88.9613543,39.8666192
140148,SPRINGFIELD,701 N FIRST ST,IL,62781,-90.37932599999999,41.200207
140162,BLOOMINGTON,2200 E WASHINGTON,IL,61701,-87.5430744,40.8368382
140164,CARBONDALE,405 W JACKSON,IL,62902,-89.73270319999999,39.9606538
140166,DECATUR,1800 E LAKE SHORE DR,IL,62521,-88.93169739999999,39.8274883
140172,OLYMPIA FIELDS,20201 S CRAWFORD AVENUE,IL,60461,-87.708368,41.3452502
140176,WOODSTOCK,3701 DOTY ROAD,IL,60098,-88.400195,42.275973
140184,MARION,3333 W DE YOUNG,IL,62959,-87.56907009999999,41.5620369
140185,BELLEVILLE,4500 MEMORIAL DRIVE,IL,62226,-90.0214907,38.5502641
140186,KANKAKEE,350 N WALL ST,IL,60901,-87.8852665,41.1256827
140187,BELLEVILLE,211 S THIRD ST,IL,62220,-91.41171109999999,39.9305254
